id,campus,building,device_name,device_ip,vms_id,grp_serial,dev_serial,dch_ch,vms_ip,vms_ch,geo_pos,layer,floor
(1548, None, None, 'M15 FAB B1-3_19.103', '10.236.19.103', 100371, 1, 1248, 0, '10.236.1.105', '154', None, None, None)
(1549, None, None, 'M15 FAB B1-4_19.104', '10.236.19.104', 100371, 1, 1249, 0, '10.236.1.105', '155', None, None, None)
(1551, None, None, 'M15 FAB 3F 전기실_13.77', '10.236.13.77', 100371, 1, 1250, 0, '10.236.1.105', '157', None, None, None)
(1552, None, None, 'M15 FAB 3F VIP TOUR_13.78', '10.236.13.78', 100371, 1, 1251, 0, '10.236.1.105', '158', None, None, None)
(1553, None, None, 'M15 FAB 3F F3-4_13.104', '10.236.13.104', 100371, 1, 1252, 0, '10.236.1.105', '159', None, None, None)
(1554, None, None, 'M15 FAB B1F 분석실 인원출입구_19.81', '10.236.19.81', 100371, 1, 1253, 0, '10.236.1.105', '160', None, None, None)
(1555, None, None, 'M15 FAB B1F 분석실 화물출입구_19.82', '10.236.19.82', 100371, 1, 1254, 0, '10.236.1.105', '161', None, None, None)
(1556, None, None, 'M15 FAB B1F 분석 정비실_19.83', '10.236.19.83', 100371, 1, 1255, 0, '10.236.1.105', '162', None, None, None)
(1557, None, None, 'M15 FAB B1F WET RM_19.86', '10.236.19.86', 100371, 1, 1256, 0, '10.236.1.105', '163', None, None, None)
(1558, None, None, 'M15 FAB B1F 도담이방_19.87', '10.236.19.87', 100371, 1, 1257, 0, '10.236.1.105', '164', None, None, None)
(1559, None, None, 'M15 FAB 3F CORE4번 A/L-4_13.59', '10.236.13.59', 100371, 1, 1258, 0, '10.236.1.105', '165', None, None, None)
(1560, None, None, 'M15 FAB 3F OAC RM-2_13.63', '10.236.13.63', 100371, 1, 1259, 0, '10.236.1.105', '166', None, None, None)
(1561, None, None, 'M15 FAB 3F OAC RM-2_13.64', '10.236.13.64', 100371, 1, 1260, 0, '10.236.1.105', '167', None, None, None)
(1562, None, None, 'M15 FAB 3F FAB 계단실501_13.67', '10.236.13.67', 100371, 1, 1261, 0, '10.236.1.105', '168', None, None, None)
(1563, None, None, 'M15 FAB B1-14_19.114', '10.236.19.114', 100371, 1, 1262, 0, '10.236.1.105', '169', None, None, None)
(1564, None, None, 'M15 FAB B1-15_19.115', '10.236.19.115', 100371, 1, 1263, 0, '10.236.1.105', '170', None, None, None)
(1565, None, None, 'FAB B1F CORE1 출입구2(IN)_19.33', '10.236.19.33', 100371, 1, 1264, 0, '10.236.1.105', '171', None, None, None)
(1566, None, None, 'FAB B1F FAB 계단실101_19.36', '10.236.19.36', 100371, 1, 1265, 0, '10.236.1.105', '172', None, None, None)
(1567, None, None, 'FAB B1F CORE1번 FAB E/V_19.37', '10.236.19.37', 100371, 1, 1266, 0, '10.236.1.105', '173', None, None, None)
(1568, None, None, 'FAB B1F CORE1번 Chemical 내부_19.40', '10.236.19.40', 100371, 1, 1267, 0, '10.236.1.105', '174', None, None, None)
(1569, None, None, 'FAB B1F Chemical 외부출입구 2번(IN)_19.41', '10.236.19.41', 100371, 1, 1268, 0, '10.236.1.105', '175', None, None, None)
(1570, None, None, 'FAB B1F FAB 계단실701_19.43', '10.236.19.43', 100371, 1, 1269, 0, '10.236.1.105', '176', None, None, None)
(1571, None, None, 'FAB B1F AHU RM-1_19.44', '10.236.19.44', 100371, 1, 1270, 0, '10.236.1.105', '177', None, None, None)
(1572, None, None, 'FAB B1F 통신실_19.45', '10.236.19.45', 100371, 1, 1271, 0, '10.236.1.105', '178', None, None, None)
(1573, None, None, 'FAB B1F 분석실_19.46', '10.236.19.46', 100371, 1, 1272, 0, '10.236.1.105', '179', None, None, None)
(1574, None, None, 'FAB BULK GAS PURIFIER RM_19.84', '10.236.19.84', 100371, 1, 1273, 0, '10.236.1.105', '180', None, None, None)
(1575, None, None, 'FAB BULK GAS RM 계단실_19.85', '10.236.19.85', 100371, 1, 1274, 0, '10.236.1.105', '181', None, None, None)
(1576, None, None, 'FAB BULK GAS PURIFIER RM_19.88', '10.236.19.88', 100371, 1, 1275, 0, '10.236.1.105', '182', None, None, None)
(1577, None, None, 'FAB 폐수 집수조(WWTS) RM_19.90', '10.236.19.90', 100371, 1, 1276, 0, '10.236.1.105', '183', None, None, None)
(1578, None, None, 'FAB 폐수 집수조(WWTS) RM_19.91', '10.236.19.91', 100371, 1, 1277, 0, '10.236.1.105', '184', None, None, None)
(1579, None, None, 'FAB PV RM_19.93', '10.236.19.93', 100371, 1, 1278, 0, '10.236.1.105', '185', None, None, None)
(1580, None, None, 'FAB HV RM_19.95', '10.236.19.95', 100371, 1, 1279, 0, '10.236.1.105', '186', None, None, None)
(1581, None, None, 'M15 FAB B1-8_19.108', '10.236.19.108', 100371, 1, 1280, 0, '10.236.1.105', '187', None, None, None)
(1582, None, None, 'M15 FAB B1-11_19.111', '10.236.19.111', 100371, 1, 1281, 0, '10.236.1.105', '188', None, None, None)
(1583, None, None, 'M15 FAB B1-12_19.112', '10.236.19.112', 100371, 1, 1282, 0, '10.236.1.105', '189', None, None, None)
(1584, None, None, 'M15 FAB B1-13_19.113', '10.236.19.113', 100371, 1, 1283, 0, '10.236.1.105', '190', None, None, None)
(1585, None, None, 'M15 FAB B1-16_19.116', '10.236.19.116', 100371, 1, 1284, 0, '10.236.1.105', '191', None, None, None)
(1586, None, None, 'M15 FAB F1-10_11.141', '10.236.11.141', 100371, 1, 1285, 0, '10.236.1.105', '192', None, None, None)
(1587, None, None, '4F 복도_14.40', '10.236.14.40', 100371, 1, 1286, 0, '10.236.1.105', '193', None, None, None)
(1588, None, None, '4F OAC RM-2_14.46', '10.236.14.46', 100371, 1, 1287, 0, '10.236.1.105', '194', None, None, None)
(1589, None, None, '4F CORE#3 홀_14.50', '10.236.14.50', 100371, 1, 1288, 0, '10.236.1.105', '195', None, None, None)
(1590, None, None, '4F 복도_14.69', '10.236.14.69', 100371, 1, 1289, 0, '10.236.1.105', '196', None, None, None)
(1591, None, None, '4F 복도_14.45', '10.236.14.45', 100371, 1, 1290, 0, '10.236.1.105', '197', None, None, None)
(1592, None, None, '4F 복도_14.47', '10.236.14.47', 100371, 1, 1291, 0, '10.236.1.105', '198', None, None, None)
(1593, None, None, '4F 복도_14.48', '10.236.14.48', 100371, 1, 1292, 0, '10.236.1.105', '199', None, None, None)
(1594, None, None, '4F AHU RM-2 앞_14.49', '10.236.14.49', 100371, 1, 1293, 0, '10.236.1.105', '200', None, None, None)
(1595, None, None, '4F CORE#6 계단실_14.71', '10.236.14.71', 100371, 1, 1294, 0, '10.236.1.106', '1', None, None, None)
(1596, None, None, '4F EPS실_14.74', '10.236.14.74', 100371, 1, 1295, 0, '10.236.1.106', '2', None, None, None)
(1597, None, None, 'FAB B1F Chemical 외부출입구 3번(IN)_19.59', '10.236.19.59', 100371, 1, 1296, 0, '10.236.1.106', '3', None, None, None)
(1598, None, None, 'FAB B1F Chemical 외부출입구 4번(IN)_19.61', '10.236.19.61', 100371, 1, 1297, 0, '10.236.1.106', '4', None, None, None)
(1599, None, None, 'FAB B1F CORE2 Chemicl 내부_19.63', '10.236.19.63', 100371, 1, 1298, 0, '10.236.1.106', '5', None, None, None)
(1600, None, None, 'B1F FAB 계단실201_19.64', '10.236.19.64', 100371, 1, 1299, 0, '10.236.1.106', '6', None, None, None)
(1601, None, None, 'B1F 계단실201 전실(IN)_19.65', '10.236.19.65', 100371, 1, 1300, 0, '10.236.1.106', '7', None, None, None)
(1602, None, None, 'B1F SLURRY CHARGE내부_19.68', '10.236.19.68', 100371, 1, 1301, 0, '10.236.1.106', '8', None, None, None)
(1603, None, None, 'B1F FAB 계단실801_19.73', '10.236.19.73', 100371, 1, 1302, 0, '10.236.1.106', '9', None, None, None)
(1604, None, None, 'B1F FAB B1-7_19.107', '10.236.19.107', 100371, 1, 1303, 0, '10.236.1.106', '10', None, None, None)
(1605, None, None, 'B1F FAB B1-9_19.109', '10.236.19.109', 100371, 1, 1304, 0, '10.236.1.106', '11', None, None, None)
(1607, None, None, 'FAB 4F 55_14.51', '10.236.14.51', 100371, 1, 1305, 0, '10.236.1.106', '13', None, None, None)
(1608, None, None, 'FAB 4F 227_14.57', '10.236.14.57', 100371, 1, 1306, 0, '10.236.1.106', '14', None, None, None)
(1609, None, None, 'FAB 4F 239 현장사무실 복도_14.58', '10.236.14.58', 100371, 1, 1307, 0, '10.236.1.106', '15', None, None, None)
(1610, None, None, 'FAB 4F F4-3 소회의실-2앞_14.52', '10.236.14.52', 100371, 1, 1308, 0, '10.236.1.106', '16', None, None, None)
(1611, None, None, 'FAB B1F 52 SLURRY CHARGE 외부 1(IN)_19.69', '10.236.19.69', 100371, 1, 1309, 0, '10.236.1.106', '17', None, None, None)
(1612, None, None, 'FAB B1F 52 SLURRY CHARGE 외부 2(IN)_19.71', '10.236.19.71', 100371, 1, 1310, 0, '10.236.1.106', '18', None, None, None)
(1613, None, None, 'FAB B1F B1-10_19.110', '10.236.19.110', 100371, 1, 1311, 0, '10.236.1.106', '19', None, None, None)
(1614, None, None, 'FAB 2F F2-3_12.103', '10.236.12.103', 100371, 1, 1312, 0, '10.236.1.106', '20', None, None, None)
(1615, None, None, '서문 안내실 2.121', '10.236.2.121', 100371, 1, 1313, 0, '10.236.1.106', '21', None, None, None)
(1616, None, None, '서문 안내실 2.122', '10.236.2.122', 100371, 1, 1314, 0, '10.236.1.106', '22', None, None, None)
(1617, None, None, '서문 안내실 2.123', '10.236.2.123', 100371, 1, 1315, 0, '10.236.1.106', '23', None, None, None)
(1618, None, None, '서문 안내실 2.124', '10.236.2.124', 100371, 1, 1316, 0, '10.236.1.106', '24', None, None, None)
(1619, None, None, '서문 안내실 2.125', '10.236.2.125', 100371, 1, 1317, 0, '10.236.1.106', '25', None, None, None)
(1620, None, None, '남문 안내실 2.131', '10.236.2.131', 100371, 1, 1318, 0, '10.236.1.106', '26', None, None, None)
(1621, None, None, '남문 안내실 2.132', '10.236.2.132', 100371, 1, 1319, 0, '10.236.1.106', '27', None, None, None)
(1622, None, None, '남문 안내실 2.133', '10.236.2.133', 100371, 1, 1320, 0, '10.236.1.106', '28', None, None, None)
(1623, None, None, '남문 안내실 2.134', '10.236.2.134', 100371, 1, 1321, 0, '10.236.1.106', '29', None, None, None)
(1624, None, None, '남문 안내실 2.135', '10.236.2.135', 100371, 1, 1322, 0, '10.236.1.106', '30', None, None, None)
(1626, None, None, '남문 안내실 2.137', '10.236.2.137', 100371, 1, 1323, 0, '10.236.1.106', '32', None, None, None)
(1627, None, None, '동문 안내실 2.126', '10.236.2.126', 100371, 1, 1324, 0, '10.236.1.106', '33', None, None, None)
(1628, None, None, '동문 안내실 2.127', '10.236.2.127', 100371, 1, 1325, 0, '10.236.1.106', '34', None, None, None)
(1629, None, None, '동문 안내실 2.128', '10.236.2.128', 100371, 1, 1326, 0, '10.236.1.106', '35', None, None, None)
(1630, None, None, '동문 안내실 2.129', '10.236.2.129', 100371, 1, 1327, 0, '10.236.1.106', '36', None, None, None)
(1631, None, None, '버스 안내실 2.25', '10.236.2.25', 100371, 1, 1328, 0, '10.236.1.106', '37', None, None, None)
(1632, None, None, '버스 안내실 2.26', '10.236.2.26', 100371, 1, 1329, 0, '10.236.1.106', '38', None, None, None)
(1633, None, None, '버스 안내실 2.27', '10.236.2.27', 100371, 1, 1330, 0, '10.236.1.106', '39', None, None, None)
(1634, None, None, '버스 안내실 2.28', '10.236.2.28', 100371, 1, 1331, 0, '10.236.1.106', '40', None, None, None)
(1635, None, None, 'M15 외곽 50.201', '10.236.50.201', 100371, 1, 1332, 0, '10.236.1.107', '1', None, None, None)
(1636, None, None, 'M15 외곽 50.202', '10.236.50.202', 100371, 1, 1333, 0, '10.236.1.107', '2', None, None, None)
(1637, None, None, 'M15 외곽 50.203', '10.236.50.203', 100371, 1, 1334, 0, '10.236.1.107', '3', None, None, None)
(1638, None, None, 'M15 외곽 50.204', '10.236.50.204', 100371, 1, 1335, 0, '10.236.1.107', '4', None, None, None)
(1639, None, None, 'M15 외곽 50.205', '10.236.50.205', 100371, 1, 1336, 0, '10.236.1.107', '5', None, None, None)
(1640, None, None, 'M15 외곽 50.206', '10.236.50.206', 100371, 1, 1337, 0, '10.236.1.107', '6', None, None, None)
(1641, None, None, 'M15 외곽 50.207', '10.236.50.207', 100371, 1, 1338, 0, '10.236.1.107', '7', None, None, None)
(1642, None, None, 'M15 외곽 50.208', '10.236.50.208', 100371, 1, 1339, 0, '10.236.1.107', '8', None, None, None)
(1643, None, None, 'M15 외곽 50.209', '10.236.50.209', 100371, 1, 1340, 0, '10.236.1.107', '9', None, None, None)
(1644, None, None, 'M15 외곽 50.210', '10.236.50.210', 100371, 1, 1341, 0, '10.236.1.107', '10', None, None, None)
(1645, None, None, 'M15 외곽 50.211', '10.236.50.211', 100371, 1, 1342, 0, '10.236.1.107', '11', None, None, None)
(1646, None, None, 'M15 외곽 50.212', '10.236.50.212', 100371, 1, 1343, 0, '10.236.1.107', '12', None, None, None)
(1647, None, None, 'M15 외곽 50.213', '10.236.50.213', 100371, 1, 1344, 0, '10.236.1.107', '13', None, None, None)
(1648, None, None, 'M15 외곽 50.214', '10.236.50.214', 100371, 1, 1345, 0, '10.236.1.107', '14', None, None, None)
(1649, None, None, 'M15 외곽 50.215', '10.236.50.215', 100371, 1, 1346, 0, '10.236.1.107', '15', None, None, None)
(1650, None, None, 'M15 외곽 50.216', '10.236.50.216', 100371, 1, 1347, 0, '10.236.1.107', '16', None, None, None)
(1651, None, None, 'M15 외곽 50.217', '10.236.50.217', 100371, 1, 1348, 0, '10.236.1.107', '17', None, None, None)
(1652, None, None, 'M15 외곽 50.218', '10.236.50.218', 100371, 1, 1349, 0, '10.236.1.107', '18', None, None, None)
(1653, None, None, 'M15 외곽 50.219', '10.236.50.219', 100371, 1, 1350, 0, '10.236.1.107', '19', None, None, None)
(1654, None, None, 'M15 외곽 50.220', '10.236.50.220', 100371, 1, 1351, 0, '10.236.1.107', '20', None, None, None)
(1655, None, None, 'M15 외곽 50.221', '10.236.50.221', 100371, 1, 1352, 0, '10.236.1.107', '21', None, None, None)
(1656, None, None, 'M15 외곽 50.222', '10.236.50.222', 100371, 1, 1353, 0, '10.236.1.107', '22', None, None, None)
(1657, None, None, 'M15 외곽 50.223', '10.236.50.223', 100371, 1, 1354, 0, '10.236.1.107', '23', None, None, None)
(1658, None, None, 'M15 외곽 50.224', '10.236.50.224', 100371, 1, 1355, 0, '10.236.1.107', '24', None, None, None)
(1659, None, None, 'M15 외곽 50.225', '10.236.50.225', 100371, 1, 1356, 0, '10.236.1.107', '25', None, None, None)
(1660, None, None, 'M15 외곽 50.226', '10.236.50.226', 100371, 1, 1357, 0, '10.236.1.107', '26', None, None, None)
(1661, None, None, 'M15 외곽 50.227', '10.236.50.227', 100371, 1, 1358, 0, '10.236.1.107', '27', None, None, None)
(1662, None, None, 'M15 외곽 50.228', '10.236.50.228', 100371, 1, 1359, 0, '10.236.1.107', '28', None, None, None)
(1663, None, None, 'M15 외곽 50.229', '10.236.50.229', 100371, 1, 1360, 0, '10.236.1.107', '29', None, None, None)
(1664, None, None, 'M15 외곽 50.230', '10.236.50.230', 100371, 1, 1361, 0, '10.236.1.107', '30', None, None, None)
(1665, None, None, 'M15 외곽 50.231', '10.236.50.231', 100371, 1, 1362, 0, '10.236.1.107', '31', None, None, None)
(1666, None, None, 'M15 외곽 50.232', '10.236.50.232', 100371, 1, 1363, 0, '10.236.1.107', '32', None, None, None)
(1667, None, None, 'M15 외곽 50.233', '10.236.50.233', 100371, 1, 1364, 0, '10.236.1.107', '33', None, None, None)
(1668, None, None, 'M15 외곽 50.234', '10.236.50.234', 100371, 1, 1365, 0, '10.236.1.107', '34', None, None, None)
(1669, None, None, 'M15 FAB 1F 반입구(IN)_11.94', '10.236.11.94', 100371, 1, 1366, 0, '10.236.1.106', '41', None, None, None)
(1670, None, None, '4F EPS/TPS-1_14.75', '10.236.14.75', 100371, 1, 1367, 0, '10.236.1.106', '42', None, None, None)
(1671, None, None, '4F 관제실(OUT_14.102', '10.236.14.102', 100371, 1, 1368, 0, '10.236.1.106', '43', None, None, None)
(1672, None, None, 'M15 외곽 50.235', '10.236.50.235', 100371, 1, 1369, 0, '10.236.1.107', '35', None, None, None)
(1673, None, None, 'M15 외곽 50.236', '10.236.50.236', 100371, 1, 1370, 0, '10.236.1.107', '36', None, None, None)
(1674, None, None, 'M15 CUB 31.67', '10.236.31.67', 100371, 1, 1371, 0, '10.236.1.106', '44', None, None, None)
(1675, None, None, 'M15 CUB 31.68', '10.236.31.68', 100371, 1, 1372, 0, '10.236.1.106', '45', None, None, None)
(1676, None, None, 'M15 CUB 31.69', '10.236.31.69', 100371, 1, 1373, 0, '10.236.1.106', '46', None, None, None)
(1677, None, None, 'M15 CUB 31.70', '10.236.31.70', 100371, 1, 1374, 0, '10.236.1.106', '47', None, None, None)
(1678, None, None, 'M15 CUB 31.71', '10.236.31.71', 100371, 1, 1375, 0, '10.236.1.106', '48', None, None, None)
(1679, None, None, 'M15 CUB 31.72', '10.236.31.72', 100371, 1, 1376, 0, '10.236.1.106', '49', None, None, None)
(1680, None, None, 'M15 CUB 31.73', '10.236.31.73', 100371, 1, 1377, 0, '10.236.1.106', '50', None, None, None)
(1681, None, None, 'M15 CUB 31.74', '10.236.31.74', 100371, 1, 1378, 0, '10.236.1.106', '51', None, None, None)
(1682, None, None, 'M15 CUB 31.75', '10.236.31.75', 100371, 1, 1379, 0, '10.236.1.106', '52', None, None, None)
(1683, None, None, 'M15 CUB 31.76', '10.236.31.76', 100371, 1, 1380, 0, '10.236.1.106', '53', None, None, None)
(1684, None, None, 'M15 CUB 31.77', '10.236.31.77', 100371, 1, 1381, 0, '10.236.1.106', '54', None, None, None)
(1685, None, None, 'M15 CUB 31.78', '10.236.31.78', 100371, 1, 1382, 0, '10.236.1.106', '55', None, None, None)
(1686, None, None, 'M15 CUB 31.79', '10.236.31.79', 100371, 1, 1383, 0, '10.236.1.106', '56', None, None, None)
(1687, None, None, 'M15 CUB 31.80', '10.236.31.80', 100371, 1, 1384, 0, '10.236.1.106', '57', None, None, None)
(1688, None, None, 'M15 CUB 31.81', '10.236.31.81', 100371, 1, 1385, 0, '10.236.1.106', '58', None, None, None)
(1689, None, None, 'M15 CUB 31.82', '10.236.31.82', 100371, 1, 1386, 0, '10.236.1.106', '59', None, None, None)
(1690, None, None, 'M15 CUB 31.83', '10.236.31.83', 100371, 1, 1387, 0, '10.236.1.106', '60', None, None, None)
(1691, None, None, 'M15 CUB 31.84', '10.236.31.84', 100371, 1, 1388, 0, '10.236.1.106', '61', None, None, None)
(1692, None, None, 'M15 CUB 31.85', '10.236.31.85', 100371, 1, 1389, 0, '10.236.1.106', '62', None, None, None)
(1693, None, None, 'M15 CUB 31.86', '10.236.31.86', 100371, 1, 1390, 0, '10.236.1.106', '63', None, None, None)
(1694, None, None, 'M15 CUB 31.87', '10.236.31.87', 100371, 1, 1391, 0, '10.236.1.106', '64', None, None, None)
(1695, None, None, 'M15 WWT_37.91', '10.236.37.91', 100371, 1, 1392, 0, '10.236.1.106', '65', None, None, None)
(1696, None, None, 'M15 WWT_37.92', '10.236.37.92', 100371, 1, 1393, 0, '10.236.1.106', '66', None, None, None)
(1697, None, None, 'M15 WWT_37.93', '10.236.37.93', 100371, 1, 1394, 0, '10.236.1.106', '67', None, None, None)
(1698, None, None, 'M15 WWT_37.94', '10.236.37.94', 100371, 1, 1395, 0, '10.236.1.106', '68', None, None, None)
(1699, None, None, 'M15 WWT_37.95', '10.236.37.95', 100371, 1, 1396, 0, '10.236.1.106', '69', None, None, None)
(1700, None, None, 'M15 WWT_37.96', '10.236.37.96', 100371, 1, 1397, 0, '10.236.1.106', '70', None, None, None)
(1701, None, None, 'M15 154K_37.107', '10.236.37.107', 100371, 1, 1398, 0, '10.236.1.106', '71', None, None, None)
(1702, None, None, 'M15 WWT_37.97', '10.236.37.97', 100371, 1, 1399, 0, '10.236.1.106', '72', None, None, None)
(1703, None, None, 'M15 WWT_37.98', '10.236.37.98', 100371, 1, 1400, 0, '10.236.1.106', '73', None, None, None)
(1704, None, None, 'M15 154K_37.106', '10.236.37.106', 100371, 1, 1401, 0, '10.236.1.106', '74', None, None, None)
(1705, None, None, 'M15 154K_37.108', '10.236.37.108', 100371, 1, 1402, 0, '10.236.1.106', '75', None, None, None)
(1706, None, None, 'M15 발전기동_37.103', '10.236.37.103', 100371, 1, 1403, 0, '10.236.1.106', '76', None, None, None)
(1707, None, None, 'M15 발전기동_37.104', '10.236.37.104', 100371, 1, 1404, 0, '10.236.1.106', '77', None, None, None)
(1708, None, None, 'M15 지하저수조_37.90', '10.236.37.90', 100371, 1, 1405, 0, '10.236.1.106', '78', None, None, None)
(1709, None, None, 'M15 WWT_37.99', '10.236.37.99', 100371, 1, 1406, 0, '10.236.1.106', '79', None, None, None)
(1710, None, None, 'M15 WWT_37.100', '10.236.37.100', 100371, 1, 1407, 0, '10.236.1.106', '80', None, None, None)
(1711, None, None, '동문 안내실 2.15', '10.236.2.15', 100371, 1, 1408, 0, '10.236.1.106', '81', None, None, None)
(1712, None, None, '동문 안내실 2.16', '10.236.2.16', 100371, 1, 1409, 0, '10.236.1.106', '82', None, None, None)
(1713, None, None, '동문 안내실 2.17', '10.236.2.17', 100371, 1, 1410, 0, '10.236.1.106', '83', None, None, None)
(1714, None, None, '동문 안내실 2.18', '10.236.2.18', 100371, 1, 1411, 0, '10.236.1.106', '84', None, None, None)
(1715, None, None, '동문 안내실 2.19', '10.236.2.19', 100371, 1, 1412, 0, '10.236.1.106', '85', None, None, None)
(1717, None, None, '남문 안내실 2.138', '10.236.2.138', 100371, 1, 1413, 0, '10.236.1.106', '12', None, None, None)
(1718, None, None, '남문 안내실 2.136', '10.236.2.136', 100371, 1, 1414, 0, '10.236.1.106', '31', None, None, None)
(1719, None, None, 'CORE 4번 11.99', '10.236.11.99', 100371, 1, 1415, 0, '10.236.1.107', '37', None, None, None)
(1720, None, None, 'CORE 6번 11.113', '10.236.11.113', 100371, 1, 1416, 0, '10.236.1.107', '38', None, None, None)
(1721, None, None, 'M15 FAB 1F 복도-4_10.236.11.103', '10.236.11.103', 100371, 1, 1417, 0, '10.236.1.107', '39', None, None, None)
(1722, None, None, 'CORE 5번 11.142', '10.236.11.142', 100371, 1, 1418, 0, '10.236.1.107', '40', None, None, None)
(1723, None, None, 'CORE 5번 11.144', '10.236.11.144', 100371, 1, 1419, 0, '10.236.1.107', '41', None, None, None)
(1724, None, None, 'CORE 5번 11.145', '10.236.11.145', 100371, 1, 1420, 0, '10.236.1.107', '42', None, None, None)
(1725, None, None, 'CORE 5번 11.146', '10.236.11.146', 100371, 1, 1421, 0, '10.236.1.107', '43', None, None, None)
(1726, None, None, 'CORE 6번 11.121', '10.236.11.121', 100371, 1, 1422, 0, '10.236.1.107', '44', None, None, None)
(1727, None, None, 'CORE 6번 11.122', '10.236.11.122', 100371, 1, 1423, 0, '10.236.1.107', '45', None, None, None)
(1728, None, None, 'CORE 6번 11.123', '10.236.11.123', 100371, 1, 1424, 0, '10.236.1.107', '46', None, None, None)
(1729, None, None, 'CORE 6번 11.124', '10.236.11.124', 100371, 1, 1425, 0, '10.236.1.107', '47', None, None, None)
(1730, None, None, 'CORE 6번 11.125', '10.236.11.125', 100371, 1, 1426, 0, '10.236.1.107', '48', None, None, None)
(1731, None, None, 'CORE 6번 11.126', '10.236.11.126', 100371, 1, 1427, 0, '10.236.1.107', '49', None, None, None)
(1732, None, None, 'M15 FAB 1F SUB FAB_10.236.11.32', '10.236.11.32', 100371, 1, 1428, 0, '10.236.1.107', '50', None, None, None)
(1733, None, None, 'M15 FAB 1F 복도-1_10.236.11.36', '10.236.11.36', 100371, 1, 1429, 0, '10.236.1.107', '51', None, None, None)
(1734, None, None, 'M15 FAB 1F CORE #홀_10.236.11.33', '10.236.11.33', 100371, 1, 1430, 0, '10.236.1.107', '52', None, None, None)
(1735, None, None, 'M15 FAB 1F 복도-1_10.236.11.37', '10.236.11.37', 100371, 1, 1431, 0, '10.236.1.107', '53', None, None, None)
(1736, None, None, 'M15 FAB 1F 복도-1_10.236.11.43', '10.236.11.43', 100371, 1, 1432, 0, '10.236.1.107', '54', None, None, None)
(1737, None, None, 'M15 FAB 1F SUB FAB_10.236.11.46', '10.236.11.46', 100371, 1, 1433, 0, '10.236.1.107', '55', None, None, None)
(1738, None, None, 'M15 FAB 1F 복도-2_10.236.11.49', '10.236.11.49', 100371, 1, 1434, 0, '10.236.1.107', '56', None, None, None)
(1739, None, None, 'M15 FAB 1F CORE#1 홀_10.236.11.58', '10.236.11.58', 100371, 1, 1435, 0, '10.236.1.107', '57', None, None, None)
(1740, None, None, 'M15 FAB 1F 복도-2A_10.236.11.60', '10.236.11.60', 100371, 1, 1436, 0, '10.236.1.107', '58', None, None, None)
(1741, None, None, 'M15 FAB 1F 복도-2_10.236.11.64', '10.236.11.64', 100371, 1, 1437, 0, '10.236.1.107', '59', None, None, None)
(1742, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.65', '10.236.11.65', 100371, 1, 1438, 0, '10.236.1.107', '60', None, None, None)
(1743, None, None, 'M15 FAB 1F 복도-2A_10.236.11.66', '10.236.11.66', 100371, 1, 1439, 0, '10.236.1.107', '61', None, None, None)
(1744, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.161', '10.236.11.161', 100371, 1, 1440, 0, '10.236.1.107', '62', None, None, None)
(1745, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.162', '10.236.11.162', 100371, 1, 1441, 0, '10.236.1.107', '63', None, None, None)
(1746, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.163', '10.236.11.163', 100371, 1, 1442, 0, '10.236.1.107', '64', None, None, None)
(1747, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.164', '10.236.11.164', 100371, 1, 1443, 0, '10.236.1.107', '65', None, None, None)
(1748, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.165', '10.236.11.165', 100371, 1, 1444, 0, '10.236.1.107', '66', None, None, None)
(1749, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.166', '10.236.11.166', 100371, 1, 1445, 0, '10.236.1.107', '67', None, None, None)
(1750, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.167', '10.236.11.167', 100371, 1, 1446, 0, '10.236.1.107', '68', None, None, None)
(1751, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.168', '10.236.11.168', 100371, 1, 1447, 0, '10.236.1.107', '69', None, None, None)
(1752, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.127', '10.236.11.127', 100371, 1, 1448, 0, '10.236.1.107', '70', None, None, None)
(1753, None, None, 'M15 FAB 1F 통합보안상황실_10.236.11.62', '10.236.11.62', 100371, 1, 1449, 0, '10.236.1.107', '71', None, None, None)
(1754, None, None, 'M15 FAB 1F 복도-1_10.236.11.45', '10.236.11.45', 100371, 1, 1450, 0, '10.236.1.107', '72', None, None, None)
(1755, None, None, 'M15 FAB 1F SUB FAB_10.236.11.72', '10.236.11.72', 100371, 1, 1451, 0, '10.236.1.107', '73', None, None, None)
(1756, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.74', '10.236.11.74', 100371, 1, 1452, 0, '10.236.1.107', '74', None, None, None)
(1757, None, None, 'M15 FAB 1F CORE #1 홀_10.236.11.84', '10.236.11.84', 100371, 1, 1453, 0, '10.236.1.107', '75', None, None, None)
(1758, None, None, 'M15 FAB 1F 복도-3_10.236.11.87', '10.236.11.87', 100371, 1, 1454, 0, '10.236.1.107', '76', None, None, None)
